path,kontras0,dissimilarity0,homogenitas0,entropi0,asm0,energi0,correlation0,kontras45,dissimilarity45,homogenitas45,entropi45,asm45,energi45,correlation45,kontras90,dissimilarity90,homogenitas90,entropi90,asm90,energi90,correlation90,kontras135,dissimilarity135,homogenitas135,entropi135,asm135,energi135,correlation135
fresh_pomegranates,705.502209131075,13.613156602847324,0.1335822999467071,8.051387033954413,0.00033788269975507123,0.00033788269975507123,0.9179640058601934,898.9066964285714,15.682589285714288,0.12237075556926541,8.140640437175694,0.0003091119260204082,0.0003091119260204082,0.893248930841757,371.6752698263726,10.35664007508212,0.1465870500457334,8.069631187226584,0.0003320736701473478,0.0003320736701473478,0.9552241317843364,671.9827986982798,14.280334728033473,0.12701133657232133,8.10871774049782,0.00031901091056217893,0.00031901091056217893,0.9194805974103639
fresh_pomegranates,592.9176256814052,14.26711084191399,0.09420302527004994,7.9083199676546965,0.0003875924911613137,0.0003875924911613137,0.9169315836427817,677.8198356807511,16.655516431924884,0.0825345492133649,7.9622211988668745,0.0003660952412440213,0.0003660952412440213,0.9051181590055186,366.37713936430316,12.07518337408313,0.10625441759900295,7.891483068170965,0.000394545704533091,0.000394545704533091,0.9485205772863379,717.6568222090963,16.79090372120496,0.08060734245419443,7.953810702942688,0.00036929799190509965,0.00036929799190509965,0.898906426533457
fresh_pomegranates,1004.3420443268277,17.937810122394975,0.08697671428792907,8.36298614225291,0.0002475234252689903,0.0002475234252689903,0.8369612922285298,1178.5938821998045,20.392124959323134,0.0760690455386665,8.393561843517244,0.00024016954190624938,0.00024016954190624938,0.8102530019503703,727.3000000000002,16.035135135135135,0.09076266326882787,8.335303053391971,0.0002544055880204529,0.0002544055880204529,0.8793782064156445,1439.0317965023846,21.17551669316375,0.0817067307257476,8.411933975363624,0.00023576929590209307,0.00023576929590209307,0.7698813818049712
fresh_pomegranates,897.9654969035682,17.70775582424064,0.08577425292424636,8.47535152845684,0.00022119543632115164,0.00022119543632115164,0.8533356969119338,1253.4997093023255,20.909011627906974,0.07774991969860547,8.510957449356368,0.00021358673607355328,0.00021358673607355328,0.8052964340336567,722.8942690775359,15.930125651241188,0.08595751826737469,8.437082100048372,0.00022982635102345046,0.00022982635102345046,0.8818454230695032,1196.502348796242,19.809453904873752,0.08314520338158617,8.503677850834816,0.00021515690765734472,0.00021515690765734472,0.8124332313447614
fresh_pomegranates,927.5491955445545,17.713799504950494,0.08231733699930793,8.411130756912742,0.00023569227281639056,0.00023569227281639056,0.8421607487506404,1085.8397806883947,19.84221748400853,0.07661193580599679,8.442558677153666,0.0002285655648232261,0.0002285655648232261,0.8182181015596598,719.6331230283913,16.169400630914826,0.08648897816588942,8.390786442241446,0.0002405238384300769,0.0002405238384300769,0.8753178955109931,1340.998505678422,20.80484160191273,0.07501417708589862,8.464580355319484,0.000223612317425701,0.000223612317425701,0.7786728390084758
fresh_pomegranates,878.8181818181818,18.970638057594574,0.07861244802127992,8.619606984231957,0.0001912597750125062,0.0001912597750125062,0.8810119640666569,987.9812398042412,20.677814029363788,0.07007312846627375,8.657522830028135,0.00018414090689877142,0.00018414090689877142,0.8688378359107229,529.3994910941475,16.261238337574216,0.08087848589693092,8.606872280685637,0.0001938392065014229,0.0001938392065014229,0.9279358941876957,957.5652056277056,20.26488095238095,0.07501296717691047,8.666602323126385,0.00018242489833398927,0.00018242489833398927,0.8727237889500544
fresh_pomegranates,932.0483502123489,16.641620385494935,0.12428405484440755,8.458553397785131,0.0002248732913178525,0.0002248732913178525,0.9124262353582496,1193.7272434866518,18.90318430363461,0.11362156374087665,8.469671814469809,0.00022243187144555164,0.00022243187144555164,0.8880331562389984,1008.5142007926024,16.27311756935271,0.12300282533172452,8.427929104712048,0.00023203731269053778,0.00023203731269053778,0.9033143848646561,1646.888958792073,21.580371185907516,0.10304022960448922,8.505415621267133,0.00021447567845806284,0.00021447567845806284,0.8464790384869851
fresh_pomegranates,733.7876844130852,16.953816549069916,0.0915986740625716,8.488667951605422,0.0002180638318094237,0.0002180638318094237,0.9078566447009794,929.6036662452592,19.572692793931736,0.08503738545524119,8.521398351839622,0.00021077034463248847,0.00021077034463248847,0.8825605278910428,635.7984903183459,15.824745651460452,0.10199600715079153,8.449812302002858,0.00022689062686977423,0.00022689062686977423,0.9203977642829622,1100.6792215944758,20.779661016949156,0.08632466282084093,8.533405937890473,0.00020816511660990157,0.00020816511660990157,0.86381390783099
fresh_pomegranates,972.6669133974833,19.822353811991118,0.080291343922987,8.401726739434775,0.00023661777524776724,0.00023661777524776724,0.8672484242529175,1216.8094713656387,22.607562408223203,0.07215200440859039,8.416994086820054,0.00023281118938418707,0.00023281118938418707,0.8340914668294805,846.4094108929232,18.293812523156724,0.08858600739885525,8.395521613736424,0.00023824228670863372,0.00023824228670863372,0.8832880362140054,1473.7326625943226,24.213438735177867,0.07283491153160465,8.434893672446556,0.00022879014043608793,0.00022879014043608793,0.8004732160386193
fresh_pomegranates,963.9299214270546,19.228710978976427,0.07919790808556318,8.879095326668445,0.00014773605987838115,0.00014773605987838115,0.8643830265546943,1169.5197705388239,21.37758656013112,0.06844814526656612,8.931771988952026,0.00014004690448490506,0.00014004690448490506,0.8403351338857018,830.1242091944326,18.50337410375369,0.07561102710181432,8.88592021683949,0.0001467320663130214,0.0001467320663130214,0.8837940596197157,1277.9884475070937,22.972638832590192,0.0636941076529361,8.955841754296706,0.00013660250449837324,0.00013660250449837324,0.8259910808371325
fresh_pomegranates,901.6569037656902,16.94142259414226,0.1294477775435896,7.388418693287759,0.0006493890162987341,0.0006493890162987341,0.9255808530622933,1138.8931841302135,20.83214649033571,0.11410159325793878,7.440614004009584,0.0006136880374297957,0.0006136880374297957,0.9077683414155648,836.763506625892,17.12844036697248,0.12054509492934584,7.425567217185709,0.0006245057727817318,0.0006245057727817318,0.9320981719946665,1457.3605108055008,23.256385068762278,0.09820618937896375,7.484606823082682,0.0005862066303588452,0.0005862066303588452,0.8831637226594177
fresh_pomegranates,1226.45948392938,20.260298777727478,0.0836493985541789,8.123588796256406,0.000314467277676553,0.000314467277676553,0.7874666207562044,1583.0004426737496,23.43426294820717,0.07796921822116279,8.169740571835796,0.00029991685415144305,0.00029991685415144305,0.7386039227897151,1087.8969696969698,19.17062937062937,0.08153281968347084,8.09227661385637,0.00032449291190549926,0.00032449291190549926,0.8054478971399358,1731.4304932735427,24.432286995515696,0.08170093152397179,8.162012087644621,0.000302137585714573,0.000302137585714573,0.7068067605470674
fresh_pomegranates,1232.1057609630266,20.089423903697337,0.08729855766225747,8.210526790895356,0.0002876932711011416,0.0002876932711011416,0.8596432632849418,1435.4715649647155,22.249481112494806,0.07997058847293265,8.246187799698172,0.0002776015843451317,0.0002776015843451317,0.8443573948058168,704.948943661972,15.690140845070424,0.09694308555396805,8.161022602919388,0.0003027905549494148,0.0003027905549494148,0.9198369632797528,1326.433734939759,21.01869547154134,0.08466466092876836,8.23220414974292,0.0002817740598369007,0.0002817740598369007,0.8580883688622541
fresh_pomegranates,1017.4006166982923,19.339421252371913,0.07770603721674132,8.775748859970122,0.00016377250845248426,0.00016377250845248426,0.8320623914271876,1270.3989781699952,21.668834184858337,0.06818589156008391,8.805931567261089,0.00015883172337112001,0.00015883172337112001,0.796533299666193,922.359077946768,19.06440114068441,0.06933850186806102,8.782736659624032,0.00016256040458876084,0.00016256040458876084,0.8481445352959681,1325.3052631578948,22.659496567505723,0.06702453927334814,8.83235018833403,0.00015458006273269483,0.00015458006273269483,0.7869329456125159
